2025-02-25 17:08:00,322 - INFO - Year: 1976, Protection Level: 0.05, RF: 0.000761272001266479, Adjusted RF: 0.01576127200126648, IV: 0.16015258522388504, Start Price: 107.45999908447266, Put Strike: 102.08699913024901, Bond Capital: 0.0155167089312368, Put Premium: 3.1225758190809536, Call Price: 7.002334446860537, Participation Rate: 0.6840577785845781
2025-02-25 17:08:00,326 - INFO - Year: 1981, Protection Level: 0.15, RF: 0.001392136542385361, Adjusted RF: 0.01639213654238536, IV: 0.16015258522388504, Start Price: 122.5500030517578, Put Strike: 104.16750259399413, Bond Capital: 0.016127767967734297, Put Premium: 0.8306717717794267, Call Price: 8.024870274513525, Participation Rate: 0.34980375874219066
2025-02-25 17:08:00,326 - INFO - Year: 1981, Protection Level: 0.2, RF: 0.001392136542385361, Adjusted RF: 0.01639213654238536, IV: 0.16015258522388504, Start Price: 122.5500030517578, Put Strike: 98.04000244140624, Bond Capital: 0.016127767967734297, Put Premium: 0.3136979966571749, Call Price: 8.024870274513525, Participation Rate: 0.28538230924360786
2025-02-25 17:08:00,326 - INFO - Year: 1982, Protection Level: 0.05, RF: 0.0013005501984592422, Adjusted RF: 0.016300550198459243, IV: 0.16015258522388504, Start Price: 140.63999938964844, Put Strike: 133.607999420166, Bond Capital: 0.016039103978912617, Put Premium: 4.062158259584592, Call Price: 9.202902082447991, Participation Rate: 0.6865114696198958
2025-02-25 17:08:00,326 - INFO - Year: 1982, Protection Level: 0.1, RF: 0.0013005501984592422, Adjusted RF: 0.016300550198459243, IV: 0.16015258522388504, Start Price: 140.63999938964844, Put Strike: 126.5759994506836, Bond Capital: 0.016039103978912617, Put Premium: 2.116896040980766, Call Price: 9.202902082447991, Participation Rate: 0.4751366009994984
2025-02-25 17:08:00,326 - INFO - Year: 1982, Protection Level: 0.15, RF: 0.0013005501984592422, Adjusted RF: 0.016300550198459243, IV: 0.16015258522388504, Start Price: 140.63999938964844, Put Strike: 119.54399948120117, Bond Capital: 0.016039103978912617, Put Premium: 0.9545956397772777, Call Price: 9.202902082447991, Participation Rate: 0.3488394405178872
2025-02-25 17:08:00,326 - INFO - Year: 1982, Protection Level: 0.2, RF: 0.0013005501984592422, Adjusted RF: 0.016300550198459243, IV: 0.16015258522388504, Start Price: 140.63999938964844, Put Strike: 112.51199951171876, Bond Capital: 0.016039103978912617, Put Premium: 0.3605714239670892, Call Price: 9.202902082447991, Participation Rate: 0.2842919520747441
2025-02-25 17:08:00,326 - INFO - Year: 1983, Protection Level: 0.05, RF: 0.001110300002288818, Adjusted RF: 0.016110300002288816, IV: 0.16015258522388504, Start Price: 164.92999267578125, Put Strike: 156.6834930419922, Bond Capital: 0.015854873237927558, Put Premium: 4.773882555863423, Call Price: 10.776405385404658, Participation Rate: 0.6856485459314227
2025-02-25 17:08:00,327 - INFO - Year: 1983, Protection Level: 0.1, RF: 0.001110300002288818, Adjusted RF: 0.016110300002288816, IV: 0.16015258522388504, Start Price: 164.92999267578125, Put Strike: 148.43699340820314, Bond Capital: 0.015854873237927558, Put Premium: 2.488626074937301, Call Price: 10.776405385404658, Participation Rate: 0.4735874365728951
2025-02-25 17:08:00,327 - INFO - Year: 1983, Protection Level: 0.15, RF: 0.001110300002288818, Adjusted RF: 0.016110300002288816, IV: 0.16015258522388504, Start Price: 164.92999267578125, Put Strike: 140.19049377441405, Bond Capital: 0.015854873237927558, Put Premium: 1.122650767183858, Call Price: 10.776405385404658, Participation Rate: 0.34683131902710457
2025-02-25 17:08:00,327 - INFO - Year: 1983, Protection Level: 0.2, RF: 0.001110300002288818, Adjusted RF: 0.016110300002288816, IV: 0.16015258522388504, Start Price: 164.92999267578125, Put Strike: 131.943994140625, Bond Capital: 0.015854873237927558, Put Premium: 0.4242311609175182, Call Price: 10.776405385404658, Participation Rate: 0.28202124727421146
2025-02-25 17:08:00,327 - INFO - Year: 1984, Protection Level: 0.05, RF: 0.001245811244474357, Adjusted RF: 0.016245811244474356, IV: 0.16015258522388504, Start Price: 167.24000549316406, Put Strike: 158.87800521850585, Bond Capital: 0.01598610401609435, Put Premium: 4.833415069963863, Call Price: 10.938846818984402, Participation Rate: 0.6862634898956143
2025-02-25 17:08:00,327 - INFO - Year: 1984, Protection Level: 0.1, RF: 0.001245811244474357, Adjusted RF: 0.016245811244474356, IV: 0.16015258522388504, Start Price: 167.24000549316406, Put Strike: 150.51600494384766, Bond Capital: 0.01598610401609435, Put Premium: 2.5190603474249755, Call Price: 10.938846818984402, Participation Rate: 0.47469139634345686
2025-02-25 17:08:00,327 - INFO - Year: 1984, Protection Level: 0.15, RF: 0.001245811244474357, Adjusted RF: 0.016245811244474356, IV: 0.16015258522388504, Start Price: 167.24000549316406, Put Strike: 142.15400466918945, Bond Capital: 0.01598610401609435, Put Premium: 1.1360723709965708, Call Price: 10.938846818984402, Participation Rate: 0.3482623495422689
2025-02-25 17:08:00,328 - INFO - Year: 1984, Protection Level: 0.2, RF: 0.001245811244474357, Adjusted RF: 0.016245811244474356, IV: 0.16015258522388504, Start Price: 167.24000549316406, Put Strike: 133.79200439453126, Bond Capital: 0.01598610401609435, Put Premium: 0.42917200441896863, Call Price: 10.938846818984402, Participation Rate: 0.28363941640540713
2025-02-25 17:08:00,328 - INFO - Year: 1985, Protection Level: 0.05, RF: 0.001061979839878697, Adjusted RF: 0.016061979839878695, IV: 0.16015258522388504, Start Price: 211.27999877929688, Put Strike: 200.71599884033202, Bond Capital: 0.015808070923399642, Put Premium: 6.118783759760454, Call Price: 13.799699474265253, Participation Rate: 0.685428909723629
2025-02-25 17:08:00,328 - INFO - Year: 1985, Protection Level: 0.1, RF: 0.001061979839878697, Adjusted RF: 0.016061979839878695, IV: 0.16015258522388504, Start Price: 211.27999877929688, Put Strike: 190.1519989013672, Bond Capital: 0.015808070923399642, Put Premium: 3.1899942491689544, Call Price: 13.799699474265253, Participation Rate: 0.4731931638616751
2025-02-25 17:08:00,328 - INFO - Year: 1985, Protection Level: 0.15, RF: 0.001061979839878697, Adjusted RF: 0.016061979839878695, IV: 0.16015258522388504, Start Price: 211.27999877929688, Put Strike: 179.58799896240234, Bond Capital: 0.015808070923399642, Put Premium: 1.4391857849880942, Call Price: 13.799699474265253, Participation Rate: 0.3463202223569776
2025-02-25 17:08:00,328 - INFO - Year: 1985, Protection Level: 0.2, RF: 0.001061979839878697, Adjusted RF: 0.016061979839878695, IV: 0.16015258522388504, Start Price: 211.27999877929688, Put Strike: 169.0239990234375, Bond Capital: 0.015808070923399642, Put Premium: 0.5439036731970734, Call Price: 13.799699474265253, Participation Rate: 0.2814432941701999
2025-02-25 17:08:00,328 - INFO - Year: 1986, Protection Level: 0.05, RF: 0.000767283999061584, Adjusted RF: 0.015767283999061583, IV: 0.16015258522388504, Start Price: 242.1699981689453, Put Strike: 230.06149826049804, Bond Capital: 0.015522535769203039, Put Premium: 7.036510367357593, Call Price: 15.781077882222007, Participation Rate: 0.6840852638034658
2025-02-25 17:08:00,329 - INFO - Year: 1986, Protection Level: 0.1, RF: 0.000767283999061584, Adjusted RF: 0.015767283999061583, IV: 0.16015258522388504, Start Price: 242.1699981689453, Put Strike: 217.9529983520508, Bond Capital: 0.015522535769203039, Put Premium: 3.670345800264755, Call Price: 15.781077882222007, Participation Rate: 0.4707814202881282
2025-02-25 17:08:00,329 - INFO - Year: 1986, Protection Level: 0.15, RF: 0.000767283999061584, Adjusted RF: 0.015767283999061583, IV: 0.16015258522388504, Start Price: 242.1699981689453, Put Strike: 205.8444984436035, Bond Capital: 0.015522535769203039, Put Premium: 1.6568745169481112, Call Price: 15.781077882222007, Participation Rate: 0.3431937296155604
2025-02-25 17:08:00,329 - INFO - Year: 1986, Protection Level: 0.2, RF: 0.000767283999061584, Adjusted RF: 0.015767283999061583, IV: 0.16015258522388504, Start Price: 242.1699981689453, Put Strike: 193.73599853515626, Bond Capital: 0.015522535769203039, Put Premium: 0.6265890938469774, Call Price: 15.781077882222007, Participation Rate: 0.2779076046252142
2025-02-25 17:08:00,329 - INFO - Year: 1987, Protection Level: 0.05, RF: 0.000839267998695373, Adjusted RF: 0.015839267998695374, IV: 0.16015258522388504, Start Price: 247.0800018310547, Put Strike: 234.72600173950195, Bond Capital: 0.015592297421126777, Put Premium: 7.173404673234728, Call Price: 16.110055509249662, Participation Rate: 0.6844141252192758
2025-02-25 17:08:00,329 - INFO - Year: 1987, Protection Level: 0.1, RF: 0.000839267998695373, Adjusted RF: 0.015839267998695374, IV: 0.16015258522388504, Start Price: 247.0800018310547, Put Strike: 222.37200164794922, Bond Capital: 0.015592297421126777, Put Premium: 3.7412787475799405, Call Price: 16.110055509249662, Participation Rate: 0.4713716609221033
2025-02-25 17:08:00,329 - INFO - Year: 1987, Protection Level: 0.15, RF: 0.000839267998695373, Adjusted RF: 0.015839267998695374, IV: 0.16015258522388504, Start Price: 247.0800018310547, Put Strike: 210.01800155639648, Bond Capital: 0.015592297421126777, Put Premium: 1.688652385685998, Call Price: 16.110055509249662, Participation Rate: 0.3439589179482869
2025-02-25 17:08:00,329 - INFO - Year: 1987, Protection Level: 0.2, RF: 0.000839267998695373, Adjusted RF: 0.015839267998695374, IV: 0.16015258522388504, Start Price: 247.0800018310547, Put Strike: 197.66400146484375, Bond Capital: 0.015592297421126777, Put Premium: 0.6385032461098881, Call Price: 16.110055509249662, Participation Rate: 0.2787729762255435
2025-02-25 17:08:00,330 - INFO - Year: 1988, Protection Level: 0.05, RF: 0.000884799998474121, Adjusted RF: 0.01588479999847412, IV: 0.16015258522388504, Start Price: 277.7200012207031, Put Strike: 263.83400115966793, Bond Capital: 0.015636418616065573, Put Premium: 8.058866136142925, Call Price: 18.114249566988235, Participation Rate: 0.6846219208486924
2025-02-25 17:08:00,330 - INFO - Year: 1988, Protection Level: 0.1, RF: 0.000884799998474121, Adjusted RF: 0.01588479999847412, IV: 0.16015258522388504, Start Price: 277.7200012207031, Put Strike: 249.94800109863283, Bond Capital: 0.015636418616065573, Put Premium: 4.202753695099041, Call Price: 18.114249566988235, Participation Rate: 0.4717446262755107
2025-02-25 17:08:00,330 - INFO - Year: 1988, Protection Level: 0.15, RF: 0.000884799998474121, Adjusted RF: 0.01588479999847412, IV: 0.16015258522388504, Start Price: 277.7200012207031, Put Strike: 236.06200103759764, Bond Capital: 0.015636418616065573, Put Premium: 1.896769811965921, Call Price: 18.114249566988235, Participation Rate: 0.3444424228579543
2025-02-25 17:08:00,330 - INFO - Year: 1988, Protection Level: 0.2, RF: 0.000884799998474121, Adjusted RF: 0.01588479999847412, IV: 0.16015258522388504, Start Price: 277.7200012207031, Put Strike: 222.1760009765625, Bond Capital: 0.015636418616065573, Put Premium: 0.7171218787206382, Call Price: 18.114249566988235, Participation Rate: 0.2793197729307337
2025-02-25 17:08:00,330 - INFO - Year: 1989, Protection Level: 0.05, RF: 0.000849372002029418, Adjusted RF: 0.01584937200202942, IV: 0.16015258522388504, Start Price: 353.3999938964844, Put Strike: 335.72999420166013, Bond Capital: 0.015602088694304683, Put Premium: 10.25900506225652, Call Price: 23.044118443328273, Participation Rate: 0.6844602517725182
2025-02-25 17:08:00,330 - INFO - Year: 1989, Protection Level: 0.1, RF: 0.000849372002029418, Adjusted RF: 0.01584937200202942, IV: 0.16015258522388504, Start Price: 353.3999938964844, Put Strike: 318.05999450683595, Bond Capital: 0.015602088694304683, Put Premium: 5.350474160141189, Call Price: 23.044118443328273, Participation Rate: 0.47145445100011135
2025-02-25 17:08:00,330 - INFO - Year: 1989, Protection Level: 0.15, RF: 0.000849372002029418, Adjusted RF: 0.01584937200202942, IV: 0.16015258522388504, Start Price: 353.3999938964844, Put Strike: 300.3899948120117, Bond Capital: 0.015602088694304683, Put Premium: 2.414925273016152, Call Price: 23.044118443328273, Participation Rate: 0.3440662458776483
2025-02-25 17:08:00,331 - INFO - Year: 1989, Protection Level: 0.2, RF: 0.000849372002029418, Adjusted RF: 0.01584937200202942, IV: 0.16015258522388504, Start Price: 353.3999938964844, Put Strike: 282.7199951171875, Bond Capital: 0.015602088694304683, Put Premium: 0.9130964863227611, Call Price: 23.044118443328273, Participation Rate: 0.2788943543866895
2025-02-25 17:08:00,331 - INFO - Year: 1990, Protection Level: 0.05, RF: 0.000855239998054504, Adjusted RF: 0.015855239998054504, IV: 0.00230634782964533, Start Price: 330.2200012207031, Put Strike: 313.70900115966793, Bond Capital: 0.015607774979912392, Put Premium: 1.4359658741098626e-231, Call Price: 5.1944290936316975, Participation Rate: 0.9922167345084884
2025-02-25 17:08:00,331 - INFO - Year: 1990, Protection Level: 0.1, RF: 0.000855239998054504, Adjusted RF: 0.015855239998054504, IV: 0.00230634782964533, Start Price: 330.2200012207031, Put Strike: 297.1980010986328, Bond Capital: 0.015607774979912392, Put Premium: 0.0, Call Price: 5.1944290936316975, Participation Rate: 0.9922167345084884
2025-02-25 17:08:00,331 - INFO - Year: 1990, Protection Level: 0.15, RF: 0.000855239998054504, Adjusted RF: 0.015855239998054504, IV: 0.00230634782964533, Start Price: 330.2200012207031, Put Strike: 280.68700103759767, Bond Capital: 0.015607774979912392, Put Premium: 0.0, Call Price: 5.1944290936316975, Participation Rate: 0.9922167345084884
2025-02-25 17:08:00,331 - INFO - Year: 1990, Protection Level: 0.2, RF: 0.000855239998054504, Adjusted RF: 0.015855239998054504, IV: 0.00230634782964533, Start Price: 330.2200012207031, Put Strike: 264.17600097656253, Bond Capital: 0.015607774979912392, Put Premium: 0.0, Call Price: 5.1944290936316975, Participation Rate: 0.9922167345084884
2025-02-25 17:08:00,331 - INFO - Year: 1991, Protection Level: 0.05, RF: 0.000786244001960754, Adjusted RF: 0.015786244001960752, IV: 0.001838466404549218, Start Price: 417.0899963378906, Put Strike: 396.2354965209961, Bond Capital: 0.01554091138285807, Put Premium: 0.0, Call Price: 6.532586289926087, Participation Rate: 0.9922499886085845
2025-02-25 17:08:00,332 - INFO - Year: 1991, Protection Level: 0.1, RF: 0.000786244001960754, Adjusted RF: 0.015786244001960752, IV: 0.001838466404549218, Start Price: 417.0899963378906, Put Strike: 375.38099670410156, Bond Capital: 0.01554091138285807, Put Premium: 0.0, Call Price: 6.532586289926087, Participation Rate: 0.9922499886085845
2025-02-25 17:08:00,332 - INFO - Year: 1991, Protection Level: 0.15, RF: 0.000786244001960754, Adjusted RF: 0.015786244001960752, IV: 0.001838466404549218, Start Price: 417.0899963378906, Put Strike: 354.52649688720703, Bond Capital: 0.01554091138285807, Put Premium: 0.0, Call Price: 6.532586289926087, Participation Rate: 0.9922499886085845
2025-02-25 17:08:00,332 - INFO - Year: 1991, Protection Level: 0.2, RF: 0.000786244001960754, Adjusted RF: 0.015786244001960752, IV: 0.001838466404549218, Start Price: 417.0899963378906, Put Strike: 333.6719970703125, Bond Capital: 0.01554091138285807, Put Premium: 0.0, Call Price: 6.532586289926087, Participation Rate: 0.9922499886085845
2025-02-25 17:08:00,332 - INFO - Year: 1992, Protection Level: 0.05, RF: 0.000700884461307905, Adjusted RF: 0.015700884461307903, IV: 0.001545204722787451, Start Price: 435.7099914550781, Put Strike: 413.9244918823242, Bond Capital: 0.015458177403906648, Put Premium: 0.0, Call Price: 6.787607078973622, Participation Rate: 0.9922911368030621
2025-02-25 17:08:00,332 - INFO - Year: 1992, Protection Level: 0.1, RF: 0.000700884461307905, Adjusted RF: 0.015700884461307903, IV: 0.001545204722787451, Start Price: 435.7099914550781, Put Strike: 392.1389923095703, Bond Capital: 0.015458177403906648, Put Premium: 0.0, Call Price: 6.787607078973622, Participation Rate: 0.9922911368030621
2025-02-25 17:08:00,332 - INFO - Year: 1992, Protection Level: 0.15, RF: 0.000700884461307905, Adjusted RF: 0.015700884461307903, IV: 0.001545204722787451, Start Price: 435.7099914550781, Put Strike: 370.3534927368164, Bond Capital: 0.015458177403906648, Put Premium: 0.0, Call Price: 6.787607078973622, Participation Rate: 0.9922911368030621
2025-02-25 17:08:00,332 - INFO - Year: 1992, Protection Level: 0.2, RF: 0.000700884461307905, Adjusted RF: 0.015700884461307903, IV: 0.001545204722787451, Start Price: 435.7099914550781, Put Strike: 348.5679931640625, Bond Capital: 0.015458177403906648, Put Premium: 0.0, Call Price: 6.787607078973622, Participation Rate: 0.9922911368030621
2025-02-25 17:08:00,333 - INFO - Year: 1993, Protection Level: 0.05, RF: 0.000586090800857543, Adjusted RF: 0.015586090800857542, IV: 0.001268624503998888, Start Price: 466.4500122070313, Put Strike: 443.1275115966797, Bond Capital: 0.015346892737145401, Put Premium: 0.0, Call Price: 7.213768981258909, Participation Rate: 0.9923464867227005
2025-02-25 17:08:00,333 - INFO - Year: 1993, Protection Level: 0.1, RF: 0.000586090800857543, Adjusted RF: 0.015586090800857542, IV: 0.001268624503998888, Start Price: 466.4500122070313, Put Strike: 419.80501098632817, Bond Capital: 0.015346892737145401, Put Premium: 0.0, Call Price: 7.213768981258909, Participation Rate: 0.9923464867227005
2025-02-25 17:08:00,333 - INFO - Year: 1993, Protection Level: 0.15, RF: 0.000586090800857543, Adjusted RF: 0.015586090800857542, IV: 0.001268624503998888, Start Price: 466.4500122070313, Put Strike: 396.4825103759766, Bond Capital: 0.015346892737145401, Put Premium: 0.0, Call Price: 7.213768981258909, Participation Rate: 0.9923464867227005
2025-02-25 17:08:00,333 - INFO - Year: 1993, Protection Level: 0.2, RF: 0.000586090800857543, Adjusted RF: 0.015586090800857542, IV: 0.001268624503998888, Start Price: 466.4500122070313, Put Strike: 373.1600097656251, Bond Capital: 0.015346892737145401, Put Premium: 0.0, Call Price: 7.213768981258909, Participation Rate: 0.9923464867227005
2025-02-25 17:08:00,334 - INFO - Year: 1994, Protection Level: 0.05, RF: 0.0007069987991333, Adjusted RF: 0.0157069987991333, IV: 0.001392551585984608, Start Price: 459.2699890136719, Put Strike: 436.30648956298825, Bond Capital: 0.015464104134069845, Put Premium: 0.0, Call Price: 7.157395415946496, Participation Rate: 0.9922881890718257
2025-02-25 17:08:00,334 - INFO - Year: 1994, Protection Level: 0.1, RF: 0.0007069987991333, Adjusted RF: 0.0157069987991333, IV: 0.001392551585984608, Start Price: 459.2699890136719, Put Strike: 413.3429901123047, Bond Capital: 0.015464104134069845, Put Premium: 0.0, Call Price: 7.157395415946496, Participation Rate: 0.9922881890718257
2025-02-25 17:08:00,334 - INFO - Year: 1994, Protection Level: 0.15, RF: 0.0007069987991333, Adjusted RF: 0.0157069987991333, IV: 0.001392551585984608, Start Price: 459.2699890136719, Put Strike: 390.3794906616211, Bond Capital: 0.015464104134069845, Put Premium: 0.0, Call Price: 7.157395415946496, Participation Rate: 0.9922881890718257
2025-02-25 17:08:00,334 - INFO - Year: 1994, Protection Level: 0.2, RF: 0.0007069987991333, Adjusted RF: 0.0157069987991333, IV: 0.001392551585984608, Start Price: 459.2699890136719, Put Strike: 367.41599121093753, Bond Capital: 0.015464104134069845, Put Premium: 0.0, Call Price: 7.157395415946496, Participation Rate: 0.9922881890718257
2025-02-25 17:08:00,334 - INFO - Year: 1995, Protection Level: 0.05, RF: 0.0006563972115991599, Adjusted RF: 0.01565639721159916, IV: 0.001238876983854505, Start Price: 615.9299926757812, Put Strike: 585.1334930419922, Bond Capital: 0.015415053018503544, Put Premium: 0.0, Call Price: 9.568147811730455, Participation Rate: 0.9923125854246722
2025-02-25 17:08:00,334 - INFO - Year: 1995, Protection Level: 0.1, RF: 0.0006563972115991599, Adjusted RF: 0.01565639721159916, IV: 0.001238876983854505, Start Price: 615.9299926757812, Put Strike: 554.3369934082032, Bond Capital: 0.015415053018503544, Put Premium: 0.0, Call Price: 9.568147811730455, Participation Rate: 0.9923125854246722
2025-02-25 17:08:00,334 - INFO - Year: 1995, Protection Level: 0.15, RF: 0.0006563972115991599, Adjusted RF: 0.01565639721159916, IV: 0.001238876983854505, Start Price: 615.9299926757812, Put Strike: 523.540493774414, Bond Capital: 0.015415053018503544, Put Premium: 0.0, Call Price: 9.568147811730455, Participation Rate: 0.9923125854246722
